Model_ID,Model,Inference_Memory_Usage,Peak_Memory_During_Inference,Predictor_Size,Learner_Size,Models_Size,Total_Size
NN_TORCH_193,NeuralNetTorch_r190,0,730131,540,7710,550083,558333
NN_TORCH_194,NeuralNetTorch_r191,0,206098,539,7710,30270,38519
NN_TORCH_195,NeuralNetTorch_r192,131072,694051,539,7710,513731,521980
NN_TORCH_196,NeuralNetTorch_r193,151552,329365,539,7710,164601,172850
NN_TORCH_197,NeuralNetTorch_r194,544768,416324,540,7710,167370,175620
NN_TORCH_198,NeuralNetTorch_r195,151552,189394,540,7710,27091,35341
NN_TORCH_199,NeuralNetTorch_r196,401408,189293,539,7710,23354,31603
NN_TORCH_200,NeuralNetTorch_r197,282624,190447,539,7710,33003,41252
NN_TORCH_201,NeuralNetTorch_r198,282624,451169,540,7710,297564,305814
NN_TORCH_202,NeuralNetTorch_r199,0,493731,539,7710,315251,323500
NN_TORCH_203,NeuralNetTorch_r200,282624,319422,539,7710,128604,136853
LR_0,LinearModel_c1,0,145982,390,7710,10806,18906
LR_1,LinearModel_c2,151552,146036,414,7710,10825,18949
LR_2,LinearModel_r1,0,146310,474,7710,10895,19079
LR_3,LinearModel_r2,0,146193,472,7710,10893,19075
LR_4,LinearModel_r3,0,146360,480,7710,10909,19099
LR_5,LinearModel_r4,0,146198,482,7710,10911,19103
LR_6,LinearModel_r5,143360,146431,482,7710,10911,19103
LR_7,LinearModel_r6,151552,146188,480,7710,10909,19099
LR_8,LinearModel_r7,282624,146427,474,7710,10895,19079
LR_9,LinearModel_r8,151552,146426,480,7710,10909,19099
LR_10,LinearModel_r9,0,146316,472,7710,10893,19075
LR_11,LinearModel_r10,0,146375,475,7710,10899,19084
LR_12,LinearModel_r11,151552,146316,473,7710,10897,19080
LR_13,LinearModel_r12,0,146205,475,7710,10899,19084
LR_14,LinearModel_r13,0,146362,475,7710,10899,19084
LR_15,LinearModel_r14,151552,146433,483,7710,10915,19108
LR_16,LinearModel_r15,0,146112,483,7710,10915,19108
LR_17,LinearModel_r16,282624,146335,481,7710,10913,19104
LR_18,LinearModel_r17,131072,146163,481,7710,10913,19104
LR_19,LinearModel_r18,135168,146333,481,7710,10913,19104
LR_20,LinearModel_r19,151552,146275,475,7710,10899,19084
LR_21,LinearModel_r20,151552,146400,481,7710,10913,19104
LR_22,LinearModel_r21,151552,146334,481,7710,10913,19104
LR_23,LinearModel_r22,180224,146278,481,7710,10913,19104
LR_24,LinearModel_r23,131072,146079,483,7710,10915,19108
LR_25,LinearModel_r24,282624,146285,481,7710,10913,19104
LR_26,LinearModel_r25,0,146096,481,7710,10913,19104
LR_27,LinearModel_r26,151552,146213,473,7710,10897,19080
LR_28,LinearModel_r27,163840,146324,483,7710,10915,19108
LR_29,LinearModel_r28,307200,146158,483,7710,10915,19108
LR_30,LinearModel_r29,0,146229,483,7710,10915,19108
LR_31,LinearModel_r30,151552,146100,473,7710,10897,19080
LR_32,LinearModel_r31,131072,146165,481,7710,10913,19104
LR_33,LinearModel_r32,0,146111,483,7710,10915,19108
LR_34,LinearModel_r33,0,146344,475,7710,10899,19084
LR_35,LinearModel_r34,0,145979,481,7710,10913,19104
LR_36,LinearModel_r35,151552,146096,483,7710,10915,19108
LR_37,LinearModel_r36,0,146327,483,7710,10915,19108
LR_38,LinearModel_r37,151552,146396,475,7710,10899,19084
LR_39,LinearModel_r38,282624,146098,483,7710,10915,19108
LR_40,LinearModel_r39,0,146030,481,7710,10913,19104
LR_41,LinearModel_r40,151552,146095,483,7710,10915,19108
LR_42,LinearModel_r41,282624,146094,483,7710,10915,19108
LR_43,LinearModel_r42,151552,146154,483,7710,10915,19108
LR_44,LinearModel_r43,0,146282,483,7710,10915,19108
LR_45,LinearModel_r44,0,146275,483,7710,10915,19108
LR_46,LinearModel_r45,0,146324,481,7710,10913,19104
LR_47,LinearModel_r46,151552,146512,481,7710,10913,19104
LR_48,LinearModel_r47,0,146214,483,7710,10915,19108
LR_49,LinearModel_r48,151552,146075,481,7710,10913,19104
LR_50,LinearModel_r49,0,146212,481,7710,10913,19104
LR_51,LinearModel_r50,0,146155,483,7710,10915,19108
GBM_0,LightGBM_c1,131072,109340,391,7710,19572,27673
GBM_1,LightGBM_c2,0,109315,407,7710,17251,25368
GBM_2,LightGBM_c3,151552,109623,481,7722,17595,25798
GBM_3,LightGBM_c4,188416,135830,496,7722,29847,38065
GBM_4,LightGBM_r1,0,441749,496,7710,193324,201530
GBM_5,LightGBM_r2,0,152784,496,7722,35479,43697
GBM_6,LightGBM_r3,0,110210,496,7710,13271,21477
GBM_7,LightGBM_r4,262144,256784,496,7722,70165,78383
GBM_8,LightGBM_r5,151552,110258,496,7722,13285,21503
GBM_9,LightGBM_r6,147456,110081,496,7722,13485,21703
GBM_10,LightGBM_r7,0,109981,496,7710,18176,26382
GBM_11,LightGBM_r8,0,110085,496,7722,20340,28558
GBM_12,LightGBM_r9,192512,231227,496,7722,61646,69864
GBM_13,LightGBM_r10,0,222831,497,7710,83896,92103
GBM_14,LightGBM_r11,0,110151,497,7722,20814,29033
GBM_15,LightGBM_r12,319488,214986,497,7722,79994,88213
GBM_16,LightGBM_r13,0,119014,497,7710,24247,32454
GBM_17,LightGBM_r14,147456,110094,497,7722,15996,24215
GBM_18,LightGBM_r15,278528,113690,497,7722,22469,30688
GBM_19,LightGBM_r16,0,125408,497,7710,26359,34566
GBM_20,LightGBM_r17,192512,110264,497,7722,20958,29177
GBM_21,LightGBM_r18,0,138171,497,7722,30610,38829
GBM_22,LightGBM_r19,0,110100,497,7710,14939,23146
GBM_23,LightGBM_r20,0,110151,497,7722,19631,27850
GBM_24,LightGBM_r21,131072,109905,497,7722,19192,27411
GBM_25,LightGBM_r22,0,223876,497,7710,59201,67408
GBM_26,LightGBM_r23,0,210646,497,7722,77795,86014
GBM_27,LightGBM_r24,131072,182777,497,7722,45498,53717
GBM_28,LightGBM_r25,151552,110370,497,7722,13384,21603
GBM_29,LightGBM_r26,413696,220983,497,7710,58198,66405
GBM_30,LightGBM_r27,0,170295,497,7722,41318,49537
GBM_31,LightGBM_r28,0,148811,497,7722,34176,42395
GBM_32,LightGBM_r29,131072,117057,497,7710,23556,31763
GBM_33,LightGBM_r30,307200,219473,497,7722,57730,65949
GBM_34,LightGBM_r31,0,110307,497,7722,17631,25850
GBM_35,LightGBM_r32,0,110156,497,7710,17978,26185
GBM_36,LightGBM_r33,151552,207600,497,7722,53753,61972
GBM_37,LightGBM_r34,131072,109984,497,7722,13711,21930
GBM_38,LightGBM_r35,262144,186029,497,7710,46566,54773
GBM_39,LightGBM_r36,0,110146,497,7722,20790,29009
GBM_40,LightGBM_r37,0,109971,497,7722,13400,21619
GBM_41,LightGBM_r38,0,349172,497,7710,147042,155249
GBM_42,LightGBM_r39,0,228668,497,7722,60795,69014
GBM_43,LightGBM_r40,131072,120696,497,7722,24785,33004
GBM_44,LightGBM_r41,0,110100,497,7710,16234,24441
GBM_45,LightGBM_r42,167936,110150,497,7722,13936,22155
GBM_46,LightGBM_r43,131072,110089,497,7722,19314,27533
GBM_47,LightGBM_r44,147456,254016,497,7710,69209,77416
GBM_48,LightGBM_r45,167936,211499,497,7722,55072,63291
GBM_49,LightGBM_r46,0,242483,497,7722,65400,73619
GBM_50,LightGBM_r47,282624,109993,497,7710,13693,21900
GBM_51,LightGBM_r48,131072,110206,497,7722,13177,21396
GBM_52,LightGBM_r49,0,110086,497,7722,13387,21606
GBM_53,LightGBM_r50,0,117701,497,7722,23806,32025
GBM_54,LightGBM_r51,0,109991,497,7710,16725,24932
GBM_55,LightGBM_r52,0,253761,497,7722,69140,77359
GBM_56,LightGBM_r53,0,110206,497,7722,18198,26417
GBM_57,LightGBM_r54,184320,227166,497,7710,60259,68466
GBM_58,LightGBM_r55,0,110033,497,7722,18267,26486
GBM_59,LightGBM_r56,151552,283436,497,7722,114190,122409
GBM_60,LightGBM_r57,131072,124131,497,7710,25914,34121
GBM_61,LightGBM_r58,131072,110208,497,7722,14689,22908
GBM_62,LightGBM_r59,0,110143,497,7722,13401,21620
GBM_63,LightGBM_r60,0,150081,497,7710,34564,42771
GBM_64,LightGBM_r61,176128,110148,497,7722,17538,25757
GBM_65,LightGBM_r62,0,110149,497,7722,13300,21519
GBM_66,LightGBM_r63,0,208317,497,7710,53976,62183
GBM_67,LightGBM_r64,0,236130,497,7722,63263,71482
GBM_68,LightGBM_r65,131072,117942,497,7722,23867,32086
GBM_69,LightGBM_r66,430080,111305,497,7710,21658,29865
GBM_70,LightGBM_r67,0,110217,497,7722,21292,29511
GBM_71,LightGBM_r68,0,111216,497,7722,21625,29844
GBM_72,LightGBM_r69,0,286561,497,7710,115790,123997
GBM_73,LightGBM_r70,131072,115829,497,7722,23182,31401
GBM_74,LightGBM_r71,151552,132803,497,7722,28840,37059
GBM_75,LightGBM_r72,192512,231414,497,7710,61675,69882
GBM_76,LightGBM_r73,131072,110088,497,7722,20159,28378
GBM_77,LightGBM_r74,131072,189029,497,7722,47582,55801
GBM_78,LightGBM_r75,262144,110047,497,7710,13905,22112
GBM_79,LightGBM_r76,151552,207720,497,7722,76332,84551
GBM_80,LightGBM_r77,0,245588,497,7722,66435,74654
GBM_81,LightGBM_r78,0,116546,497,7710,23405,31612
GBM_82,LightGBM_r79,0,194798,497,7722,49505,57724
GBM_83,LightGBM_r80,0,110142,497,7722,13292,21511
GBM_84,LightGBM_r81,0,213345,497,7722,55668,63887
GBM_85,LightGBM_r82,131072,166662,497,7710,40091,48298
GBM_86,LightGBM_r83,184320,155685,497,7722,36448,44667
GBM_87,LightGBM_r84,151552,109922,497,7722,13301,21520
GBM_88,LightGBM_r85,0,110216,497,7710,18021,26228
GBM_89,LightGBM_r86,172032,136392,497,7722,30017,38236
GBM_90,LightGBM_r87,0,424350,497,7722,184647,192866
GBM_91,LightGBM_r88,184320,268218,497,7710,106594,114801
GBM_92,LightGBM_r89,188416,239312,497,7722,64343,72562
GBM_93,LightGBM_r90,0,109916,497,7722,19160,27379
GBM_94,LightGBM_r91,131072,113853,497,7710,22488,30695
GBM_95,LightGBM_r92,0,140240,497,7722,31319,39538
GBM_96,LightGBM_r93,0,110206,497,7722,13709,21928
GBM_97,LightGBM_r94,176128,146849,497,7710,33506,41713
GBM_98,LightGBM_r95,131072,246695,497,7722,66804,75023
GBM_99,LightGBM_r96,0,264842,497,7722,73377,81596
GBM_100,LightGBM_r97,303104,110087,497,7722,13188,21407
GBM_101,LightGBM_r98,147456,230265,497,7710,61292,69499
GBM_102,LightGBM_r99,0,159569,497,7722,37762,45981
GBM_103,LightGBM_r100,0,135617,498,7722,29780,38000
GBM_104,LightGBM_r101,0,109998,498,7710,13917,22125
GBM_105,LightGBM_r102,131072,110151,498,7722,13291,21511
GBM_106,LightGBM_r103,0,214374,498,7722,56013,64233
GBM_107,LightGBM_r104,0,110161,498,7710,15242,23450
GBM_108,LightGBM_r105,0,109920,498,7722,17850,26070
GBM_109,LightGBM_r106,323584,172166,498,7722,41963,50183
GBM_110,LightGBM_r107,131072,187056,498,7710,46891,55099
GBM_111,LightGBM_r108,131072,110212,498,7722,13179,21399
GBM_112,LightGBM_r109,282624,159669,498,7722,37778,45998
GBM_113,LightGBM_r110,188416,127461,498,7722,27042,35262
GBM_114,LightGBM_r111,0,605427,498,7710,275167,283375
GBM_115,LightGBM_r112,401408,213166,498,7722,54666,62886
GBM_116,LightGBM_r113,131072,114461,498,7710,13465,21673
GBM_117,LightGBM_r114,167936,210237,498,7722,76118,84338
GBM_118,LightGBM_r115,176128,157290,498,7722,36002,44222
GBM_119,LightGBM_r116,0,114463,498,7710,19872,28080
GBM_120,LightGBM_r117,0,255519,498,7722,68745,76965
GBM_121,LightGBM_r118,266240,123423,498,7722,24713,32933
GBM_122,LightGBM_r119,323584,235746,498,7722,62154,70374
GBM_123,LightGBM_r120,0,324731,498,7710,133378,141586
GBM_124,LightGBM_r121,0,159972,498,7722,36896,45116
GBM_125,LightGBM_r122,176128,110063,498,7722,21262,29482
GBM_126,LightGBM_r123,0,290678,498,7710,117797,126005
GBM_127,LightGBM_r124,135168,109991,498,7722,21238,29458
GBM_128,LightGBM_r125,307200,215082,498,7722,80015,88235
GBM_129,LightGBM_r126,0,110048,498,7710,13266,21474
GBM_130,LightGBM_r127,188416,171629,498,7722,41784,50004
GBM_131,LightGBM_r128,172032,119001,498,7722,24222,32442
GBM_132,LightGBM_r129,131072,138158,498,7710,30611,38819
GBM_133,LightGBM_r130,147456,110094,498,7722,13181,21401
GBM_134,LightGBM_r131,151552,120251,498,7722,24658,32878
GBM_135,LightGBM_r132,0,110110,498,7710,13267,21475
GBM_136,LightGBM_r133,192512,110154,498,7722,16700,24920
GBM_137,LightGBM_r134,0,110105,498,7722,19095,27315
GBM_138,LightGBM_r135,135168,110149,498,7722,13301,21521
GBM_139,LightGBM_r136,131072,110106,498,7710,13379,21587
GBM_140,LightGBM_r137,151552,272133,498,7722,108536,116756
GBM_141,LightGBM_r138,131072,110096,498,7722,20153,28373
GBM_142,LightGBM_r139,131072,109871,498,7710,13380,21588
GBM_143,LightGBM_r140,0,110270,498,7722,13718,21938
GBM_144,LightGBM_r141,0,110206,498,7722,18901,27121
GBM_145,LightGBM_r142,192512,326240,498,7710,135607,143815
GBM_146,LightGBM_r143,131072,132515,498,7722,28746,36966
GBM_147,LightGBM_r144,0,110093,498,7722,13181,21401
GBM_148,LightGBM_r145,0,109818,498,7710,20656,28864
GBM_149,LightGBM_r146,131072,110153,498,7722,13303,21523
GBM_150,LightGBM_r147,0,110038,498,7722,17086,25306
GBM_151,LightGBM_r148,163840,110107,498,7710,19184,27392
GBM_152,LightGBM_r149,0,806078,498,7722,375542,383762
GBM_153,LightGBM_r150,131072,204428,498,7722,52717,60937
GBM_154,LightGBM_r151,0,110222,498,7710,16376,24584
GBM_155,LightGBM_r152,131072,137865,498,7722,30510,38730
GBM_156,LightGBM_r153,0,109989,498,7722,15102,23322
GBM_157,LightGBM_r154,0,184215,498,7722,45960,54180
GBM_158,LightGBM_r155,131072,138699,498,7710,30772,38980
GBM_159,LightGBM_r156,0,217560,498,7722,81254,89474
GBM_160,LightGBM_r157,282624,110089,498,7722,18403,26623
GBM_161,LightGBM_r158,0,110050,498,7710,13582,21790
GBM_162,LightGBM_r159,282624,196038,498,7722,49901,58121
GBM_163,LightGBM_r160,0,199644,498,7722,51103,59323
GBM_164,LightGBM_r161,0,151575,498,7710,35064,43272
GBM_165,LightGBM_r162,192512,260373,498,7722,71346,79566
GBM_166,LightGBM_r163,151552,110091,498,7722,13306,21526
GBM_167,LightGBM_r164,135168,120251,498,7710,24642,32850
GBM_168,LightGBM_r165,0,110154,498,7722,14182,22402
GBM_169,LightGBM_r166,131072,522566,498,7722,233744,241964
GBM_170,LightGBM_r167,143360,247719,498,7710,67112,75320
GBM_171,LightGBM_r168,192512,263700,498,7722,72842,81062
GBM_172,LightGBM_r169,151552,373340,498,7722,159202,167422
GBM_173,LightGBM_r170,262144,126269,498,7710,26648,34856
GBM_174,LightGBM_r171,0,150528,498,7722,34731,42951
GBM_175,LightGBM_r172,131072,143841,498,7722,32502,40722
GBM_176,LightGBM_r173,151552,110177,498,7722,13489,21709
GBM_177,LightGBM_r174,151552,110071,498,7710,13366,21574
GBM_178,LightGBM_r175,184320,414982,498,7722,179965,188185
GBM_179,LightGBM_r176,131072,127854,498,7710,27157,35365
GBM_180,LightGBM_r177,151552,288650,498,7722,116828,125048
GBM_181,LightGBM_r178,323584,158535,498,7722,37400,45620
GBM_182,LightGBM_r179,131072,147263,498,7722,33662,41882
GBM_183,LightGBM_r180,151552,110129,498,7710,17447,25655
GBM_184,LightGBM_r181,0,188426,498,7722,47383,55603
GBM_185,LightGBM_r182,131072,110172,498,7722,17106,25326
GBM_186,LightGBM_r183,131072,190134,498,7710,47911,56119
GBM_187,LightGBM_r184,131072,110228,498,7722,16029,24249
GBM_188,LightGBM_r185,131072,128567,498,7722,27424,35644
GBM_189,LightGBM_r186,0,222636,498,7710,58745,66953
GBM_190,LightGBM_r187,0,259986,498,7722,102429,110649
GBM_191,LightGBM_r188,0,197707,498,7722,50432,58652
GBM_192,LightGBM_r189,0,110128,498,7710,19359,27567
GBM_193,LightGBM_r190,151552,110064,498,7722,18303,26523
GBM_194,LightGBM_r191,131072,110346,498,7722,17670,25890
GBM_195,LightGBM_r192,0,110106,498,7710,16648,24856
GBM_196,LightGBM_r193,0,123421,498,7722,25734,33954
GBM_197,LightGBM_r194,0,111887,498,7722,21870,30090
GBM_198,LightGBM_r195,131072,109982,498,7710,16862,25070
GBM_199,LightGBM_r196,0,387654,498,7722,166330,174550
GBM_200,LightGBM_r197,131072,228968,498,7722,60897,69117
GBM_201,LightGBM_r198,0,183500,498,7710,45725,53933
GBM_202,LightGBM_r199,0,149789,498,7722,34504,42724
GBM_203,LightGBM_r200,180224,809392,498,7722,377170,385390
KNN_0,KNeighbors_c1,131072,348962,412,7710,76006,84128
KNN_1,KNeighbors_c2,827392,353214,413,7722,76031,84166
KNN_2,KNeighbors_r1,393216,352267,434,7722,76065,84221
KNN_3,KNeighbors_r2,131072,361429,435,7722,76066,84223
KNN_4,KNeighbors_r3,303104,350522,435,7722,76066,84223
KNN_5,KNeighbors_r4,266240,412607,434,7710,76041,84185
KNN_6,KNeighbors_r5,262144,345806,435,7722,76066,84223
KNN_7,KNeighbors_r6,131072,368177,434,7722,76065,84221
KNN_8,KNeighbors_r7,262144,365742,434,7722,76065,84221
KNN_9,KNeighbors_r8,131072,388444,434,7722,76065,84221
KNN_10,KNeighbors_r9,0,401811,435,7710,76042,84187
KNN_11,KNeighbors_r10,401408,361817,435,7722,76069,84226
KNN_12,KNeighbors_r11,262144,364343,435,7722,76069,84226
KNN_13,KNeighbors_r12,393216,343650,435,7722,76069,84226
KNN_14,KNeighbors_r13,524288,348371,435,7722,76069,84226
KNN_15,KNeighbors_r14,393216,385855,436,7710,76046,84192
KNN_16,KNeighbors_r15,815104,353286,435,7722,76069,84226
KNN_17,KNeighbors_r16,524288,362797,436,7722,76070,84228
KNN_18,KNeighbors_r17,131072,347434,436,7722,76070,84228
KNN_19,KNeighbors_r18,262144,363472,436,7722,76070,84228
KNN_20,KNeighbors_r19,393216,368665,436,7722,76070,84228
KNN_21,KNeighbors_r20,131072,359093,436,7710,76046,84192
KNN_22,KNeighbors_r21,442368,342818,436,7722,76070,84228
KNN_23,KNeighbors_r22,131072,350277,435,7722,76069,84226
KNN_24,KNeighbors_r23,262144,342652,435,7722,76069,84226
KNN_25,KNeighbors_r24,393216,348443,435,7722,76069,84226
KNN_26,KNeighbors_r25,544768,349552,435,7710,76045,84190
KNN_27,KNeighbors_r26,393216,365516,435,7722,76069,84226
KNN_28,KNeighbors_r27,262144,362153,436,7722,76070,84228
KNN_29,KNeighbors_r28,262144,350038,436,7722,76070,84228
KNN_30,KNeighbors_r29,393216,357233,436,7722,76070,84228
KNN_31,KNeighbors_r30,131072,362700,435,7710,76045,84190
KNN_32,KNeighbors_r31,524288,354388,436,7722,76070,84228
KNN_33,KNeighbors_r32,405504,444472,436,7722,76070,84228
KNN_34,KNeighbors_r33,131072,348676,435,7722,76069,84226
KNN_35,KNeighbors_r34,131072,378017,436,7722,76070,84228
KNN_36,KNeighbors_r35,262144,361061,435,7710,76045,84190
KNN_37,KNeighbors_r36,667648,370557,436,7722,76070,84228
KNN_38,KNeighbors_r37,0,360020,436,7722,76070,84228
KNN_39,KNeighbors_r38,393216,345657,436,7722,76070,84228
KNN_40,KNeighbors_r39,393216,348527,435,7722,76069,84226
KNN_41,KNeighbors_r40,524288,355225,436,7722,76070,84228
KNN_42,KNeighbors_r41,397312,347222,435,7710,76045,84190
KNN_43,KNeighbors_r42,540672,445642,436,7722,76070,84228
KNN_44,KNeighbors_r43,397312,341531,435,7722,76069,84226
KNN_45,KNeighbors_r44,262144,359488,435,7722,76069,84226
KNN_46,KNeighbors_r45,655360,395239,435,7722,76069,84226
KNN_47,KNeighbors_r46,393216,387557,435,7710,76045,84190
KNN_48,KNeighbors_r47,262144,356399,435,7722,76069,84226
KNN_49,KNeighbors_r48,131072,356816,436,7722,76070,84228
KNN_50,KNeighbors_r49,393216,370217,436,7722,76070,84228
KNN_51,KNeighbors_r50,0,409751,435,7722,76069,84226
FT_TRANSFORMER_0,FTTransformer_c1,397312,684629,402,7710,8518,16630
FT_TRANSFORMER_1,FTTransformer_c2,663552,695876,572,7710,8682,16964
FT_TRANSFORMER_2,FTTransformer_c3,401408,693078,572,7710,8682,16964
FT_TRANSFORMER_3,FTTransformer_c4,3805184,692149,572,7710,8682,16964
FT_TRANSFORMER_4,FTTransformer_c5,663552,692708,575,7710,8685,16970
FT_TRANSFORMER_5,FTTransformer_c6,401408,690683,573,7710,8683,16966
FT_TRANSFORMER_6,FTTransformer_c7,401408,692285,573,7710,8683,16966
FASTAI_0,NeuralNetFastAI_c1,0,336206,394,7710,9238,17342
FASTAI_1,NeuralNetFastAI_r1,131072,394709,480,7710,9336,17526
FASTAI_2,NeuralNetFastAI_r2,262144,422239,482,7710,9338,17530
FASTAI_3,NeuralNetFastAI_r3,131072,360412,481,7710,9336,17527
FASTAI_4,NeuralNetFastAI_r4,131072,316882,476,7710,9332,17518
FASTAI_5,NeuralNetFastAI_r5,131072,316889,477,7710,9333,17520
FASTAI_6,NeuralNetFastAI_r6,0,319891,476,7710,9332,17518
FASTAI_7,NeuralNetFastAI_r7,131072,405812,481,7710,9337,17528
FASTAI_8,NeuralNetFastAI_r8,262144,339296,481,7710,9337,17528
FASTAI_9,NeuralNetFastAI_r9,131072,317300,477,7710,9333,17520
FASTAI_10,NeuralNetFastAI_r10,0,400392,477,7710,9336,17523
FASTAI_11,NeuralNetFastAI_r11,131072,343625,481,7710,9339,17530
FASTAI_12,NeuralNetFastAI_r12,131072,402381,482,7710,9341,17533
FASTAI_13,NeuralNetFastAI_r13,262144,452717,482,7710,9341,17533
FASTAI_14,NeuralNetFastAI_r14,262144,362025,482,7710,9340,17532
FASTAI_15,NeuralNetFastAI_r15,131072,406550,480,7710,9339,17529
FASTAI_16,NeuralNetFastAI_r16,131072,345551,479,7710,9337,17526
FASTAI_17,NeuralNetFastAI_r17,131072,425047,483,7710,9342,17535
FASTAI_18,NeuralNetFastAI_r18,262144,424750,478,7710,9337,17525
FASTAI_19,NeuralNetFastAI_r19,131072,441667,483,7710,9342,17535
FASTAI_20,NeuralNetFastAI_r20,262144,427235,477,7710,9336,17523
FASTAI_21,NeuralNetFastAI_r21,131072,422411,482,7710,9341,17533
FASTAI_22,NeuralNetFastAI_r22,131072,444245,482,7710,9341,17533
FASTAI_23,NeuralNetFastAI_r23,0,340131,482,7710,9341,17533
FASTAI_24,NeuralNetFastAI_r24,0,340028,481,7710,9340,17531
FASTAI_25,NeuralNetFastAI_r25,131072,432021,482,7710,9341,17533
FASTAI_26,NeuralNetFastAI_r26,262144,454209,482,7710,9341,17533
FASTAI_27,NeuralNetFastAI_r27,131072,442438,483,7710,9342,17535
FASTAI_28,NeuralNetFastAI_r28,0,340404,480,7710,9339,17529
FASTAI_29,NeuralNetFastAI_r29,262144,348962,481,7710,9339,17530
FASTAI_30,NeuralNetFastAI_r30,262144,423480,482,7710,9341,17533
FASTAI_31,NeuralNetFastAI_r31,131072,404876,482,7710,9341,17533
FASTAI_32,NeuralNetFastAI_r32,131072,404394,481,7710,9340,17531
FASTAI_33,NeuralNetFastAI_r33,131072,460667,482,7710,9341,17533
FASTAI_34,NeuralNetFastAI_r34,262144,366613,482,7710,9340,17532
FASTAI_35,NeuralNetFastAI_r35,131072,369789,481,7710,9339,17530
FASTAI_36,NeuralNetFastAI_r36,131072,388430,477,7710,9336,17523
FASTAI_37,NeuralNetFastAI_r37,131072,432969,483,7710,9342,17535
FASTAI_38,NeuralNetFastAI_r38,0,321367,476,7710,9334,17520
FASTAI_39,NeuralNetFastAI_r39,393216,339120,482,7710,9341,17533
FASTAI_40,NeuralNetFastAI_r40,262144,365056,481,7710,9339,17530
FASTAI_41,NeuralNetFastAI_r41,262144,411394,480,7710,9339,17529
FASTAI_42,NeuralNetFastAI_r42,131072,442458,483,7710,9342,17535
FASTAI_43,NeuralNetFastAI_r43,131072,433265,483,7710,9342,17535
FASTAI_44,NeuralNetFastAI_r44,262144,340205,481,7710,9340,17531
FASTAI_45,NeuralNetFastAI_r45,0,319234,477,7710,9336,17523
FASTAI_46,NeuralNetFastAI_r46,131072,338163,481,7710,9340,17531
FASTAI_47,NeuralNetFastAI_r47,131072,340868,480,7710,9339,17529
FASTAI_48,NeuralNetFastAI_r48,131072,316576,478,7710,9337,17525
FASTAI_49,NeuralNetFastAI_r49,131072,428385,483,7710,9342,17535
FASTAI_50,NeuralNetFastAI_r50,131072,316947,477,7710,9336,17523
FASTAI_51,NeuralNetFastAI_r51,262144,451275,482,7710,9341,17533
FASTAI_52,NeuralNetFastAI_r52,131072,321970,477,7710,9335,17522
FASTAI_53,NeuralNetFastAI_r53,131072,416383,482,7710,9341,17533
FASTAI_54,NeuralNetFastAI_r54,131072,421609,481,7710,9340,17531
FASTAI_55,NeuralNetFastAI_r55,0,421619,482,7710,9341,17533
FASTAI_56,NeuralNetFastAI_r56,262144,317235,477,7710,9336,17523
FASTAI_57,NeuralNetFastAI_r57,131072,321976,477,7710,9335,17522
FASTAI_58,NeuralNetFastAI_r58,131072,445008,482,7710,9341,17533
FASTAI_59,NeuralNetFastAI_r59,131072,442631,483,7710,9342,17535
FASTAI_60,NeuralNetFastAI_r60,262144,324225,477,7710,9335,17522
FASTAI_61,NeuralNetFastAI_r61,0,327941,476,7710,9334,17520
FASTAI_62,NeuralNetFastAI_r62,131072,428441,483,7710,9342,17535
FASTAI_63,NeuralNetFastAI_r63,131072,413122,480,7710,9339,17529
FASTAI_64,NeuralNetFastAI_r64,0,435431,483,7710,9342,17535
FASTAI_65,NeuralNetFastAI_r65,524288,360333,478,7710,9337,17525
FASTAI_66,NeuralNetFastAI_r66,262144,403757,478,7710,9337,17525
FASTAI_67,NeuralNetFastAI_r67,0,431954,483,7710,9342,17535
FASTAI_68,NeuralNetFastAI_r68,0,403439,480,7710,9339,17529
FASTAI_69,NeuralNetFastAI_r69,131072,364015,481,7710,9339,17530
FASTAI_70,NeuralNetFastAI_r70,131072,429535,481,7710,9340,17531
FASTAI_71,NeuralNetFastAI_r71,131072,362222,483,7710,9342,17535
FASTAI_72,NeuralNetFastAI_r72,131072,401126,477,7710,9336,17523
FASTAI_73,NeuralNetFastAI_r73,131072,401504,477,7710,9336,17523
FASTAI_74,NeuralNetFastAI_r74,131072,428615,481,7710,9340,17531
FASTAI_75,NeuralNetFastAI_r75,393216,428393,478,7710,9337,17525
FASTAI_76,NeuralNetFastAI_r76,131072,320539,477,7710,9335,17522
FASTAI_77,NeuralNetFastAI_r77,131072,406032,480,7710,9339,17529
FASTAI_78,NeuralNetFastAI_r78,131072,425643,483,7710,9342,17535
FASTAI_79,NeuralNetFastAI_r79,131072,411348,481,7710,9340,17531
FASTAI_80,NeuralNetFastAI_r80,0,342488,479,7710,9337,17526
FASTAI_81,NeuralNetFastAI_r81,262144,454024,482,7710,9341,17533
FASTAI_82,NeuralNetFastAI_r82,0,413633,480,7710,9339,17529
FASTAI_83,NeuralNetFastAI_r83,0,357701,482,7710,9341,17533
FASTAI_84,NeuralNetFastAI_r84,262144,359231,482,7710,9341,17533
FASTAI_85,NeuralNetFastAI_r85,131072,411545,481,7710,9340,17531
FASTAI_86,NeuralNetFastAI_r86,131072,405190,482,7710,9341,17533
FASTAI_87,NeuralNetFastAI_r87,131072,364627,481,7710,9339,17530
FASTAI_88,NeuralNetFastAI_r88,262144,379252,478,7710,9337,17525
